id,gene_symbol,gene_name,entrez_gene_id,homologene_group_id
42810,Edem3,"ER degradation enhancer, mannosidase alpha-like 3",66967,11866
37585,Edf1,endothelial differentiation-related factor 1,59022,2809
13390,Edil3,EGF-like repeats and discoidin I-like domains 3,13612,21166
13392,Edn1,endothelin 1,13614,1476
13393,Edn2,endothelin 2,13615,1477
13394,Edn3,endothelin 3,13616,88
13395,Ednra,endothelin receptor type A,13617,1478
13396,Ednrb,endothelin receptor type B,13618,89
84725,Edrf1,erythroid differentiation regulatory factor 1,214764,27985
84943,Eea1,early endosome antigen 1,216238,37822
13404,Eed,embryonic ectoderm development,13626,2814
13405,Eef1a1,eukaryotic translation elongation factor 1 alpha 1,13627,100799
13406,Eef1a2,eukaryotic translation elongation factor 1 alpha 2,13628,121568
35236,Eef1b2,eukaryotic translation elongation factor 1 beta 2,55949,1480
42499,Eef1d,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),66656,23404
41986,Eef1e1,eukaryotic translation elongation factor 1 epsilon 1,66143,3161
43003,Eef1g,eukaryotic translation elongation factor 1 gamma,67160,20363
13407,Eef2,eukaryotic translation elongation factor 2,13629,100816
13409,Eef2k,eukaryotic elongation factor-2 kinase,13631,7299
46352,Eef2kmt,eukaryotic elongation factor 2 lysine methyltransferase,70511,45719
41810,Eefsec,"eukaryotic elongation factor, selenocysteine-tRNA-specific",65967,11073
43327,Eepd1,endonuclease/exonuclease/phosphatase family domain containing 1,67484,12144
42636,Efcab1,EF hand calcium binding domain 1,66793,11608
50881,Efcab10,EF-hand calcium binding domain 10,75040,19147
54607,Efcab11,EF-hand calcium binding domain 11,78767,44924
84429,Efcab12,EF-hand calcium binding domain 12,212516,18905
87073,Efcab14,EF-hand calcium binding domain 14,230648,8858
44069,Efcab2,EF-hand calcium binding domain 2,68226,12248
46735,Efcab3,EF-hand calcium binding domain 3,70894,18304
106569,Efcab5,EF-hand calcium binding domain 5,319634,63366
53467,Efcab6,EF-hand calcium binding domain 6,77627,11259
87041,Efcab7,EF-hand calcium binding domain 7,230500,19952
108698,Efcab8,EF-hand calcium binding domain 8,100504221,
45148,Efcab9,EF-hand calcium binding domain 9,69306,12309
37259,Efcc1,EF hand and coiled-coil domain containing 1,58229,130011
85011,Efemp1,epidermal growth factor-containing fibulin-like extracellular matrix protein 1,216616,3028
37422,Efemp2,epidermal growth factor-containing fibulin-like extracellular matrix protein 2,58859,32339
84306,Efhb,"EF hand domain family, member B",211482,16982
47718,Efhc1,EF-hand domain (C-terminal) containing 1,71877,10003
50246,Efhc2,EF-hand domain (C-terminal) containing 2,74405,11863
62533,Efhd1,EF hand domain containing 1,98363,41618
27728,Efhd2,EF hand domain containing 2,27984,32580
13414,Efna1,ephrin A1,13636,3262
13415,Efna2,ephrin A2,13637,1075
13416,Efna3,ephrin A3,13638,3635
13417,Efna4,ephrin A4,13639,3830
13418,Efna5,ephrin A5,13640,1482
13419,Efnb1,ephrin B1,13641,3263
13420,Efnb2,ephrin B2,13642,3019
13421,Efnb3,ephrin B3,13643,1076
52581,Efr3a,EFR3 homolog A (S. cerevisiae),76740,44222
13422,Efs,embryonal Fyn-associated substrate,13644,4284
65762,Eftud1,elongation factor Tu GTP binding domain containing 1,101592,11599
20386,Eftud2,elongation factor Tu GTP binding domain containing 2,20624,3133
130245,EG433662,"predicted gene, EG433662",433662,
13423,Egf,epidermal growth factor,13645,1483
51581,Egfem1,EGF-like and EMI domain containing 1,75740,104934
33449,Egfl6,"EGF-like-domain, multiple 6",54156,9166
110643,Egfl7,EGF-like domain 7,353156,9427
57383,Egfl8,EGF-like domain 8,81701,36473
92583,Egflam,"EGF-like, fibronectin type III and laminin G domains",268780,65044
13427,Egfr,epidermal growth factor receptor,13649,74545
76555,Egln1,egl-9 family hypoxia-inducible factor 1,112405,56936
76556,Egln2,egl-9 family hypoxia-inducible factor 2,112406,14204
76557,Egln3,egl-9 family hypoxia-inducible factor 3,112407,32531
13431,Egr1,early growth response 1,13653,56394
13432,Egr2,early growth response 2,13654,20123
13433,Egr3,early growth response 3,13655,37923
13434,Egr4,early growth response 4,13656,1485
85007,Ehbp1,EH domain binding protein 1,216565,22880
77332,Ehbp1l1,EH domain binding protein 1-like 1,114601,9072
13438,Ehd1,EH-domain containing 1,13660,81678
92062,Ehd2,EH-domain containing 2,259300,22825
36713,Ehd3,EH-domain containing 3,57440,81837
63048,Ehd4,EH-domain containing 4,98878,26430
13439,Ehf,ets homologous factor,13661,7301
49988,Ehhadh,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase",74147,1486
53523,Ehmt1,euchromatic histone methyltransferase 1,77683,11698
74304,Ehmt2,euchromatic histone lysine N-methyltransferase 2,110147,48460
13441,Ei24,etoposide induced 2.4 mRNA,13663,3588
37335,Eid1,EP300 interacting inhibitor of differentiation 1,58521,49376
122062,Eid2,EP300 interacting inhibitor of differentiation 2,386655,45164
130736,Eid2b,EP300 interacting inhibitor of differentiation 2B,434156,51846
42184,Eid3,EP300 interacting inhibitor of differentiation 3,66341,81651
20680,Eif1,eukaryotic translation initiation factor 1,20918,130538
13442,Eif1a,eukaryotic translation initiation factor 1A,13664,100715
45701,Eif1ad,eukaryotic translation initiation factor 1A domain containing,69860,41860
42078,Eif1ax,"eukaryotic translation initiation factor 1A, X-linked",66235,20364
44811,Eif1b,eukaryotic translation initiation factor 1B,68969,22219
86854,Eif2a,eukaryotic translation initiation factor 2A,229317,5969
15242,Eif2ak1,eukaryotic translation initiation factor 2 alpha kinase 1,15467,8290
18869,Eif2ak2,eukaryotic translation initiation factor 2-alpha kinase 2,19106,48134
13444,Eif2ak3,eukaryotic translation initiation factor 2 alpha kinase 3,13666,3557
26848,Eif2ak4,eukaryotic translation initiation factor 2 alpha kinase 4,27103,40891
84094,Eif2b1,"eukaryotic translation initiation factor 2B, subunit 1 (alpha)",209354,1080
85254,Eif2b2,"eukaryotic translation initiation factor 2B, subunit 2 beta",217715,6507
72229,Eif2b3,"eukaryotic translation initiation factor 2B, subunit 3",108067,7005
13445,Eif2b4,"eukaryotic translation initiation factor 2B, subunit 4 delta",13667,5976
86032,Eif2b5,"eukaryotic translation initiation factor 2B, subunit 5 epsilon",224045,2903
16636,Eif2d,eukaryotic translation initiation factor 2D,16865,38244
13443,Eif2s1,"eukaryotic translation initiation factor 2, subunit 1 alpha",13665,3020
43047,Eif2s2,"eukaryotic translation initiation factor 2, subunit 2 (beta)",67204,130746
26651,Eif2s3x,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked",26905,90888
26654,Eif2s3y,"eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked",26908,99414
13447,Eif3a,"eukaryotic translation initiation factor 3, subunit A",13669,2779
27723,Eif3b,"eukaryotic translation initiation factor 3, subunit B",27979,2780
35627,Eif3c,"eukaryotic translation initiation factor 3, subunit C",56347,2781
35231,Eif3d,"eukaryotic translation initiation factor 3, subunit D",55944,2782
16114,Eif3e,"eukaryotic translation initiation factor 3, subunit E",16341,1205
41928,Eif3f,"eukaryotic translation initiation factor 3, subunit F",66085,2783
32836,Eif3g,"eukaryotic translation initiation factor 3, subunit G",53356,2784
43978,Eif3h,"eukaryotic translation initiation factor 3, subunit H",68135,2785
33998,Eif3i,"eukaryotic translation initiation factor 3, subunit I",54709,2786
54495,Eif3j1,"eukaryotic translation initiation factor 3, subunit J1",78655,37845
49671,Eif3k,"eukaryotic translation initiation factor 3, subunit K",73830,8292
85956,Eif3l,"eukaryotic translation initiation factor 3, subunit L",223691,9380
62391,Eif3m,"eukaryotic translation initiation factor 3, subunit M",98221,4639
13459,Eif4a1,eukaryotic translation initiation factor 4A1,13681,103998
13460,Eif4a2,eukaryotic translation initiation factor 4A2,13682,1487
82821,Eif4a3,eukaryotic translation initiation factor 4A3,192170,5602
51546,Eif4b,eukaryotic translation initiation factor 4B,75705,83162
13462,Eif4e,eukaryotic translation initiation factor 4E,13684,123817
26732,Eif4e2,eukaryotic translation initiation factor 4E member 2,26987,128466
42735,Eif4e3,eukaryotic translation initiation factor 4E member 3,66892,41652
13463,Eif4ebp1,eukaryotic translation initiation factor 4E binding protein 1,13685,3021
13466,Eif4ebp2,eukaryotic translation initiation factor 4E binding protein 2,13688,3022
72272,Eif4ebp3,eukaryotic translation initiation factor 4E binding protein 3,108112,37841
50044,Eif4enif1,eukaryotic translation initiation factor 4E nuclear import factor 1,74203,10522
83995,Eif4g1,"eukaryotic translation initiation factor 4, gamma 1",208643,110725
13468,Eif4g2,"eukaryotic translation initiation factor 4, gamma 2",13690,37477
87137,Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3",230861,2789
22141,Eif4h,eukaryotic translation initiation factor 4H,22384,32536
85282,Eif5,eukaryotic translation initiation factor 5,217869,49610
93109,Eif5a,eukaryotic translation initiation factor 5A,276770,100947
84005,Eif5a2,eukaryotic translation initiation factor 5A2,208691,1490
86506,Eif5b,eukaryotic translation initiation factor 5B,226982,5291
16191,Eif6,eukaryotic translation initiation factor 6,16418,7135
77345,Elac1,elaC homolog 1 (E. coli),114615,10272
44468,Elac2,elaC homolog 2 (E. coli),68626,6403
15343,Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)",15568,20367
15344,Elavl2,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)",15569,20930
15346,Elavl3,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)",15571,31035
48576,Eldr,Egfr long non-coding downstream RNA,72735,
13487,Elf1,E74-like factor 1,13709,7303
45099,Elf2,E74-like factor 2,69257,5006
13488,Elf3,E74-like factor 3,13710,3265
35781,Elf4,E74-like factor 4 (ets domain transcription factor),56501,31036
13489,Elf5,E74-like factor 5,13711,7702
89064,Elfn1,"leucine rich repeat and fibronectin type III, extracellular 1",243312,18465
83867,Elfn2,"leucine rich repeat and fibronectin type III, extracellular 2",207393,18835
13490,Elk1,"ELK1, member of ETS oncogene family",13712,3832
13491,Elk3,"ELK3, member of ETS oncogene family",13713,3833
13492,Elk4,"ELK4, member of ETS oncogene family",13714,1492
13494,Ell,elongation factor RNA polymerase II,13716,4762
82965,Ell2,elongation factor RNA polymerase II 2,192657,8094
92724,Ell3,elongation factor RNA polymerase II-like 3,269344,11859
79953,Elmo1,engulfment and cell motility 1,140580,56685
79952,Elmo2,engulfment and cell motility 2,140579,44338
87875,Elmo3,engulfment and cell motility 3,234683,23475
92942,Elmod1,ELMO/CED-12 domain containing 1,270162,10280
89246,Elmod2,ELMO/CED-12 domain containing 2,244548,16662
87373,Elmod3,ELMO/CED-12 domain containing 3,232089,12978
88440,Elmsan1,ELM2 and Myb/SANT-like domain containing 1,238317,19330
13495,Eln,elastin,13717,73880
41969,Elof1,"elongation factor 1 homolog (ELF1, S. cerevisiae)",66126,41862
33617,Elovl1,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1",54325,41322
33618,Elovl2,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2",54326,23042
12471,Elovl3,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3",12686,69006
57845,Elovl4,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4",83603,41488
44643,Elovl5,"ELOVL family member 5, elongation of long chain fatty acids (yeast)",68801,41449
81775,Elovl6,"ELOVL family member 6, elongation of long chain fatty acids (yeast)",170439,11456
50400,Elovl7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",74559,23672
37337,Elp2,elongator acetyltransferase complex subunit 2,58523,6019
50036,Elp3,elongator acetyltransferase complex subunit 3,74195,7105
53606,Elp4,elongation protein 4 homolog (S. cerevisiae),77766,32433
33642,Elp5,elongator acetyltransferase complex subunit 5,54351,10291
48182,Elp6,elongator acetyltransferase complex subunit 6,72341,9794
82060,Eltd1,"EGF, latrophilin seven transmembrane domain containing 1",170757,11170
13501,Emb,embigin,13723,7743
87139,Emc1,ER membrane protein complex subunit 1,230866,9002
45524,Emc10,ER membrane protein complex subunit 10,69683,18036
42579,Emc2,ER membrane protein complex subunit 2,66736,8785
41930,Emc3,ER membrane protein complex subunit 3,66087,100707
43875,Emc4,ER membrane protein complex subunit 4,68032,5879
41891,Emc6,ER membrane protein complex subunit 6,66048,11911
48865,Emc7,ER membrane protein complex subunit 7,73024,10597
17884,Emc8,ER membrane protein complex subunit 8,18117,4424
59495,Emc9,ER membrane protein complex subunit 9,85308,41095
37732,Emcn,endomucin,59308,9438
13504,Emd,emerin,13726,91
92498,Eme1,essential meiotic endonuclease 1 homolog 1 (S. pombe),268465,16123
14567,Emg1,EMG1 nucleolar protein homolog (S. cerevisiae),14791,4617
80055,Emid1,EMI domain containing 1,140703,76808
65122,Emilin1,elastin microfibril interfacer 1,100952,5117
89878,Emilin2,elastin microfibril interfacer 2,246707,36483
93599,Emilin3,elastin microfibril interfacer 3,280635,18817
44361,Eml1,echinoderm microtubule associated protein like 1,68519,20931
48046,Eml2,echinoderm microtubule associated protein like 2,72205,8125
86321,Eml3,echinoderm microtubule associated protein like 3,225898,27044
54638,Eml4,echinoderm microtubule associated protein like 4,78798,56841
106605,Eml5,echinoderm microtubule associated protein like 5,319670,26807
88361,Eml6,echinoderm microtubule associated protein like 6,237711,104282
13508,Emp1,epithelial membrane protein 1,13730,1088
13509,Emp2,epithelial membrane protein 2,13731,1089
13510,Emp3,epithelial membrane protein 3,13732,1090
13511,Emr1,"EGF-like module containing, mucin-like, hormone receptor-like sequence 1",13733,1493
32094,Emr4,"EGF-like module containing, mucin-like, hormone receptor-like sequence 4",52614,64640
13574,Emx1,empty spiracles homeobox 1,13796,55799
13575,Emx2,empty spiracles homeobox 2,13797,3023
13576,En1,engrailed 1,13798,50663
13577,En2,engrailed 2,13799,55579
13578,Enah,enabled homolog (Drosophila),13800,130639
13579,Enam,enamelin,13801,9698
13581,Enc1,ectodermal-neural cortex 1,13803,2694
47787,Endod1,endonuclease domain containing 1,71946,12425
13582,Endog,endonuclease G,13804,55823
18774,Endou,"endonuclease, polyU-specific",19011,48394
109390,Endov,endonuclease V,338371,15562
13583,Eng,endoglin,13805,92
85189,Engase,endo-beta-N-acetylglucosaminidase,217364,13666
66293,Enkd1,enkurin domain containing 1,102124,12957
47074,Enkur,"enkurin, TRPC channel interacting protein",71233,17022
13584,Eno1,"enolase 1, alpha non-neuron",13806,68183
13585,Eno2,"enolase 2, gamma neuronal",13807,74414
13586,Eno3,"enolase 3, beta muscle",13808,68215
86392,Eno4,enolase 4,226265,18691
43713,Enoph1,enolase-phosphatase 1,67870,5790
88544,Enox1,ecto-NOX disulfide-thiol exchanger 1,239188,56793
84078,Enox2,ecto-NOX disulfide-thiol exchanger 2,209224,17120
13587,Enpep,glutamyl aminopeptidase,13809,68216
18371,Enpp1,ectonucleotide pyrophosphatase/phosphodiesterase 1,18605,38151
18372,Enpp2,ectonucleotide pyrophosphatase/phosphodiesterase 2,18606,4526
84126,Enpp3,ectonucleotide pyrophosphatase/phosphodiesterase 3,209558,3683
86150,Enpp4,ectonucleotide pyrophosphatase/phosphodiesterase 4,224794,28264
58181,Enpp5,ectonucleotide pyrophosphatase/phosphodiesterase 5,83965,23313
107916,Enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6,320981,62657
88410,Enpp7,ectonucleotide pyrophosphatase/phosphodiesterase 7,238011,128396
35488,Ensa,endosulfine alpha,56205,37924
54617,Enthd2,ENTH domain containing 2,78777,35359
12280,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,12495,20423
12281,Entpd2,ectonucleoside triphosphate diphosphohydrolase 2,12496,20333
84805,Entpd3,ectonucleoside triphosphate diphosphohydrolase 3,215446,68171
43307,Entpd4,ectonucleoside triphosphate diphosphohydrolase 4,67464,68421
12284,Entpd5,ectonucleoside triphosphate diphosphohydrolase 5,12499,37457
12282,Entpd6,ectonucleoside triphosphate diphosphohydrolase 6,12497,68170
60337,Entpd7,ectonucleoside triphosphate diphosphohydrolase 7,93685,122202
47931,Entpd8,ectonucleoside triphosphate diphosphohydrolase 8,72090,77857
85919,Eny2,enhancer of yellow 2 homolog (Drosophila),223527,10612
65521,Eogt,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase,101351,65276
13591,Eomes,eomesodermin homolog (Xenopus laevis),13813,3971
108486,Ep300,E1A binding protein p300,328572,1094
51401,Ep400,E1A binding protein p400,75560,38779
13597,Epas1,endothelial PAS domain protein 1,13819,1095
13599,Epb4.1l1,erythrocyte protein band 4.1-like 1,13821,8126
13600,Epb4.1l2,erythrocyte protein band 4.1-like 2,13822,37478
13601,Epb4.1l3,erythrocyte protein band 4.1-like 3,13823,49308
13602,Epb4.1l4a,erythrocyte protein band 4.1-like 4a,13824,8398
33648,Epb4.1l4b,erythrocyte protein band 4.1-like 4b,54357,69270
86399,Epb4.1l5,erythrocyte protein band 4.1-like 5,226352,32492
13606,Epb4.2,erythrocyte protein band 4.2,13828,93
13609,Epc1,enhancer of polycomb homolog 1 (Drosophila),13831,32627
86656,Epc2,enhancer of polycomb homolog 2 (Drosophila),227867,32274
16845,Epcam,epithelial cell adhesion molecule,17075,1764
69463,Epdr1,ependymin related protein 1 (zebrafish),105298,9714
47264,Epg5,ectopic P-granules autophagy protein 5 homolog (C. elegans),100502841,14575
47761,Epgn,epithelial mitogen,71920,19527
13613,Epha1,Eph receptor A1,13835,3835
87096,Epha10,Eph receptor A10,230735,124707
13614,Epha2,Eph receptor A2,13836,20929
13615,Epha3,Eph receptor A3,13837,21083
13616,Epha4,Eph receptor A4,13838,20933
13617,Epha5,Eph receptor A5,13839,55824
13618,Epha6,Eph receptor A6,13840,56396
13619,Epha7,Eph receptor A7,13841,20935
13620,Epha8,Eph receptor A8,13842,22436
92948,Ephb1,Eph receptor B1,270190,20936
13622,Ephb2,Eph receptor B2,13844,37925
13623,Ephb3,Eph receptor B3,13845,20938
13624,Ephb4,Eph receptor B4,13846,20939
13626,Ephb6,Eph receptor B6,13848,20940
13627,Ephx1,"epoxide hydrolase 1, microsomal",13849,94
13628,Ephx2,"epoxide hydrolase 2, cytoplasmic",13850,37558
47773,Ephx3,epoxide hydrolase 3,71932,69386
121371,Ephx4,epoxide hydrolase 4,384214,62402
13631,Epm2a,"epilepsy, progressive myoclonic epilepsy, type 2 gene alpha",13853,38087
53621,Epm2aip1,EPM2A (laforin) interacting protein 1,77781,8875
13632,Epn1,epsin 1,13854,32172
13633,Epn2,epsin 2,13855,40710
47730,Epn3,epsin 3,71889,56791
13634,Epo,erythropoietin,13856,624
13635,Epor,erythropoietin receptor,13857,95
51367,Eppin,epididymal peptidase inhibitor,75526,41775
85943,Eppk1,epiplakin 1,223650,20006
71673,Eprs,glutamyl-prolyl-tRNA synthetase,107508,5870
13636,Eps15,epidermal growth factor receptor pathway substrate 15,13858,128359
13637,Eps15l1,epidermal growth factor receptor pathway substrate 15-like 1,13859,31881
13638,Eps8,epidermal growth factor receptor pathway substrate 8,13860,3272
43268,Eps8l1,EPS8-like 1,67425,15767
63015,Eps8l2,EPS8-like 2,98845,69358
63832,Eps8l3,EPS8-like 3,99662,15878
72829,Epsti1,epithelial stromal interaction 1 (breast),108670,12630
27786,Ept1,ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific),28042,100935
13639,Epx,eosinophil peroxidase,13861,20144
13295,Epyc,epiphycan,13516,3634
43596,Eqtn,"equatorin, sperm acrosome associated",67753,75250
37108,Eral1,Era (G-protein)-like 1 (E. coli),57837,4167
56668,Erap1,endoplasmic reticulum aminopeptidase 1,80898,56754
110742,Eras,ES cell-expressed Ras,353283,18752
13644,Erbb2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",13866,3273
37639,Erbb2ip,Erbb2 interacting protein,59079,41282
13645,Erbb3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),13867,20457
13647,Erbb4,v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian),13869,21084
75326,Erc1,ELKS/RAB6-interacting/CAST family member 1,111173,14229
88511,Erc2,ELKS/RAB6-interacting/CAST family member 2,238988,69188
13648,Ercc1,"excision repair cross-complementing rodent repair deficiency, complementation group 1",13870,1501
13649,Ercc2,"excision repair cross-complementing rodent repair deficiency, complementation group 2",13871,344
13650,Ercc3,"excision repair cross-complementing rodent repair deficiency, complementation group 3",13872,96
29995,Ercc4,"excision repair cross-complementing rodent repair deficiency, complementation group 4",50505,3836
22349,Ercc5,"excision repair cross-complementing rodent repair deficiency, complementation group 5",22592,37265
88261,Ercc6l,excision repair cross-complementing rodent repair deficiency complementation group 6 like,236930,44945
52092,Ercc6l2,"excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2",76251,32564
47832,Ercc8,"excision repaiross-complementing rodent repair deficiency, complementation group 8",71991,62
82194,Erdr1,erythroid differentiation regulator 1,170942,
13652,Ereg,epiregulin,13874,1097
13653,Erf,Ets2 repressor factor,13875,68516
13654,Erg,avian erythroblastosis virus E-26 (v-ets) oncogene related,13876,15848
43301,Ergic1,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1,67458,41667
43299,Ergic2,ERGIC and golgi 2,67456,6574
42209,Ergic3,ERGIC and golgi 3,66366,5289
13655,Erh,enhancer of rudimentary homolog (Drosophila),13877,130628
43119,Eri1,exoribonuclease 1,67276,32651
46992,Eri2,exoribonuclease 2,71151,12383
87785,Erich1,glutamate rich 1,234086,19271
84134,Erich3,glutamate rich 3,209601,27877
88564,Erich5,glutamate rich 5,239368,52129
142952,Erich6,glutamate rich 6,545527,65043
42596,Erlec1,endoplasmic reticulum lectin 1,66753,9247
86368,Erlin1,ER lipid raft associated 1,226144,4716
89226,Erlin2,ER lipid raft associated 2,244373,5193
26773,Ermap,erythroblast membrane-associated protein,27028,22782
120049,Ermard,ER membrane associated RNA degradation,381062,19936
53607,Ermn,"ermin, ERM-like protein",77767,12683
86350,Ermp1,endoplasmic reticulum metallopeptidase 1,226090,121891
54783,Ern1,endoplasmic reticulum (ER) to nucleus signalling 1,78943,55580
26664,Ern2,endoplasmic reticulum (ER) to nucleus signalling 2,26918,22687
30017,Ero1l,ERO1-like (S. cerevisiae),50527,49392
43318,Ero1lb,ERO1-like beta (S. cerevisiae),67475,8740
45029,Erp27,endoplasmic reticulum protein 27,69187,12303
43240,Erp29,endoplasmic reticulum protein 29,67397,4963
52140,Erp44,endoplasmic reticulum protein 44,76299,12638
49996,Errfi1,ERBB receptor feedback inhibitor 1,74155,10344
47836,Erv3,endogenous retroviral sequence 3,71995,
45366,Esam,endothelial cell-specific adhesion molecule,69524,12316
53645,Esco1,establishment of cohesion 1 homolog 1 (S. cerevisiae),77805,62166
47829,Esco2,establishment of cohesion 1 homolog 2 (S. cerevisiae),71988,12432
13663,Esd,esterase D/formylglutathione hydrolase,13885,55623
42423,Esf1,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",66580,5717
47531,Esm1,endothelial cell-specific molecule 1,71690,5107
129693,Esp6,exocrine gland secreted peptide 6,433107,
70153,Espl1,extra spindle pole bodies 1 (S. cerevisiae),105988,32151
86560,Espnl,espin-like,227357,77795
13759,Esr1,estrogen receptor 1 (alpha),13982,47906
13760,Esr2,estrogen receptor 2 (beta),13983,1100
83909,Esrp1,epithelial splicing regulatory protein 1,207920,9785
53251,Esrp2,epithelial splicing regulatory protein 2,77411,32617
26127,Esrra,"estrogen related receptor, alpha",26379,20941
26128,Esrrb,"estrogen related receptor, beta",26380,69108
26129,Esrrg,estrogen-related receptor gamma,26381,55581
13761,Esx1,"extraembryonic, spermatogenesis, homeobox 1",13984,49152
23694,Esyt1,extended synaptotagmin-like protein 1,23943,40794
32115,Esyt2,extended synaptotagmin-like protein 2,52635,32699
93074,Esyt3,extended synaptotagmin-like protein 3,272636,18626
43988,Etaa1,Ewing tumor-associated antigen 1,68145,10369
45343,Etd,embryonic testis differentiation,69501,
86240,Etf1,eukaryotic translation termination factor 1,225363,3475
74997,Etfa,"electron transferring flavoprotein, alpha polypeptide",110842,100
74981,Etfb,"electron transferring flavoprotein, beta polypeptide",110826,1503
42684,Etfdh,"electron transferring flavoprotein, dehydrogenase",66841,3275
41914,Ethe1,ethylmalonic encephalopathy 1,66071,8622
83988,Etl4,enhancer trap locus 4,208618,10477
51161,Etnk1,ethanolamine kinase 1,75320,10240
84650,Etnk2,ethanolamine kinase 2,214253,10072
47601,Etnppl,ethanolamine phosphate phospholyase,71760,69440
77387,Etos1,ectopic ossification 1,114660,
23624,Ets1,"E26 avian leukemia oncogene 1, 5' domain",23871,3837
23625,Ets2,"E26 avian leukemia oncogene 2, 3' domain",23872,3838
13786,Etv1,ets variant 1,14009,3636
13785,Etv2,ets variant 2,14008,7308
26794,Etv3,ets variant 3,27049,21085
18378,Etv4,ets variant 4,18612,1504
68321,Etv5,ets variant 5,104156,3276
13788,Etv6,ets variant 6,14011,37560
87377,Eva1a,eva-1 homolog A (C. elegans),232146,12969
87100,Eva1b,eva-1 homolog B (C. elegans),230752,18151
46808,Eva1c,eva-1 homolog C (C. elegans),70967,14383
37619,Evc,Ellis van Creveld gene syndrome,59056,10949
44367,Evc2,Ellis van Creveld syndrome 2,68525,17117
13794,Evi2a,ecotropic viral integration site 2a,14017,49234
85100,Evi2b,ecotropic viral integration site 2b,216984,48438
13797,Evi5,ecotropic viral integration site 5,14020,121902
84505,Evi5l,ecotropic viral integration site 5 like,213027,128727
13803,Evl,Ena-vasodilator stimulated phosphoprotein,14026,56752
13804,Evpl,envoplakin,14027,1506
13805,Evx1,even skipped homeotic gene 1 homolog,14028,1507
13806,Evx2,even skipped homeotic gene 2 homolog,14029,74879
13807,Ewsr1,Ewing sarcoma breakpoint region 1,14030,22438
88869,Exd1,exonuclease 3'-5' domain containing 1,241624,17627
61997,Exd2,exonuclease 3'-5' domain containing 2,97827,10066
26655,Exo1,exonuclease 1,26909,31352
49013,Exo5,exonuclease 5,73172,41497
45781,Exoc1,exocyst complex component 1,69940,41241
42325,Exoc2,exocyst complex component 2,66482,10122
84301,Exoc3,exocyst complex component 3,211446,38296
93353,Exoc3l,exocyst complex component 3-like,277978,18629
50304,Exoc3l2,exocyst complex component 3-like 2,74463,16328
50031,Exoc3l4,exocyst complex component 3-like 4,74190,41760
20099,Exoc4,exocyst complex component 4,20336,40654
69669,Exoc5,exocyst complex component 5,105504,38195
71536,Exoc6,exocyst complex component 6,107371,41305
51755,Exoc6b,exocyst complex component 6B,75914,44781
32893,Exoc7,exocyst complex component 7,53413,41019
66227,Exoc8,exocyst complex component 8,102058,44545
83948,Exog,"endo/exonuclease (5'-3'), endonuclease G-like",208194,3745
42426,Exosc1,exosome component 1,66583,9359
30396,Exosc10,exosome component 10,50912,31105
86630,Exosc2,exosome component 2,227715,6095
42205,Exosc3,exosome component 3,66362,6867
73234,Exosc4,exosome component 4,109075,6017
27742,Exosc5,exosome component 5,27998,5981
48385,Exosc6,exosome component 6,72544,12469
42289,Exosc7,exosome component 7,66446,8994
45480,Exosc8,exosome component 8,69639,12323
30395,Exosc9,exosome component 9,50911,3693
106986,Exph5,exophilin 5,320051,9007
13819,Ext1,exostoses (multiple) 1,14042,30957
13820,Ext2,exostoses (multiple) 2,14043,345
35502,Extl1,exostoses (multiple)-like 1,56219,3277
37225,Extl2,exostoses (multiple)-like 2,58193,1102
33907,Extl3,exostoses (multiple)-like 3,54616,1103
13825,Eya1,eyes absent 1 homolog (Drosophila),14048,74943
13826,Eya2,eyes absent 2 homolog (Drosophila),14049,40711
13827,Eya3,eyes absent 3 homolog (Drosophila),14050,1508
13828,Eya4,eyes absent 4 homolog (Drosophila),14051,3025
